time,open,high,low,close,TheStrat Label 1,TheStrat Label 2,TheStrat Label 3,2-1-2 BLR,2-1-2 BLC,3-1-2 BLR,3-2-2 BLR,Rev Strat 1-2-2 BLR,2-2 BLR,2-1-2 BRR,2-1-2 BRC,3-1-2 BRR,3-2-2 BRR,Rev Strat 1-2-2 BRR,2-2 BRR,Double Inside,PMG BLR,PMG BRR,Volume
1767913200,25720.5,25986,25615.75,25931.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603394
1768172400,25946.5,26020.5,25632.75,25942.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367059
1768258800,25948,26046.25,25803.25,25898.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820023
1768345200,25900,25926,25421.25,25610.5,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2143334
1768431600,25597.25,25954.25,25562.5,25705.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1813787
1768518000,25720,25891.25,25590.25,25681.75,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1531448
1768777200,25556,25559,25095.25,25143.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184431
1768950000,25147,25653.25,25026,25509,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702002
1769036400,25529,25739.75,25483.25,25630,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737345
1769122800,25609.75,25845.5,25540,25679,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714161
1769382000,25590.25,25932.75,25399.5,25861.75,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519899
1769468400,25857.25,26119,25839.75,26109.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274636
1769554800,26112,26349,25996.25,26268.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1659482
1769641200,26278,26294.5,25536,25982.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448955
1769727600,25994.5,26019,25568.75,25638.75,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636811
1769986800,25530,25949,25180.25,25873,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006621
1770073200,25873.25,26027.75,25218,25421.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612137
1770159600,25390.25,25514.5,24784,25118.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640891
1770246000,25067.25,25169.25,24407,24425.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643618
1770332400,24410,25221.5,24240.5,25107.75,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139926
1770591600,25150.25,25429,24955.5,25361.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672804
1770678000,25361.25,25447,25197.5,25257.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927991
1770764400,25254,25465.5,25058,25277.75,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2197224
1770850800,25281.75,25420,24721.5,24822,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462115
1770937200,24838.75,24995.5,24578.75,24772.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524741
1771196400,24789.25,24922.25,24449.25,24770.25,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3058438
1771369200,24786,25128.5,24702,24937,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828804
1771455600,24940.25,25054.25,24748,24836.25,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2096712
1771542000,24844,25139.75,24677,25078.5,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2194523
1771801200,25036,25059.25,24667.75,24787,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1987399
1771887600,24787,25080.75,24694,25017,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786191
