armed_dt,direction,entry_price,touch_dt,regime_ratio,outcome_fixed_stop
2026-07-07 09:00 ET,bear,29655.75,2026-07-07 09:30 ET,2.2216,win
2026-07-08 01:45 ET,bear,29363.5,2026-07-08 02:00 ET,1.3893,win
2026-07-08 05:15 ET,bear,28971.0,2026-07-08 05:30 ET,0.5489,win
2026-07-08 20:15 ET,bull,29518.75,2026-07-08 20:30 ET,1.942,win
2026-07-08 23:45 ET,bull,29495.5,2026-07-09 00:00 ET,1.5551,win
2026-07-09 02:00 ET,bull,29572.0,2026-07-09 06:45 ET,1.5752,win
2026-07-09 03:15 ET,bull,29639.75,2026-07-09 03:30 ET,0.5852,win
2026-07-09 08:30 ET,bull,29739.5,2026-07-09 08:45 ET,0.686,ambiguous
2026-07-10 09:45 ET,bull,29853.0,2026-07-10 10:15 ET,1.0315,win
2026-07-10 12:30 ET,bull,30004.25,2026-07-10 13:00 ET,1.3813,win
2026-07-12 22:00 ET,bear,29773.0,2026-07-12 22:15 ET,0.9897,win
2026-07-13 00:15 ET,bear,29678.0,2026-07-13 01:00 ET,1.7861,win
2026-07-13 00:45 ET,bear,29637.25,2026-07-13 01:00 ET,1.7861,loss
2026-07-13 12:30 ET,bear,29557.75,2026-07-13 13:00 ET,1.3891,win
2026-07-14 01:30 ET,bull,29577.5,2026-07-14 02:45 ET,1.0442,win
2026-07-14 04:30 ET,bull,29607.25,2026-07-14 04:45 ET,2.0984,loss
2026-07-14 08:45 ET,bull,29753.5,2026-07-14 09:15 ET,0.6657,win
2026-07-16 07:15 ET,bear,29501.5,2026-07-16 09:30 ET,0.6476,win
2026-07-16 09:45 ET,bear,29360.0,2026-07-16 10:00 ET,0.9018,ambiguous
2026-07-16 12:15 ET,bear,29314.5,2026-07-16 12:30 ET,1.4185,win
2026-07-16 13:45 ET,bear,29269.25,2026-07-16 14:00 ET,0.6858,win
2026-07-16 15:30 ET,bear,29170.0,2026-07-16 15:45 ET,0.3665,ambiguous
2026-07-16 21:45 ET,bear,28990.25,2026-07-16 23:15 ET,1.5982,win
2026-07-16 22:30 ET,bear,28938.75,2026-07-16 23:00 ET,1.2678,loss
2026-07-17 00:30 ET,bear,28823.75,2026-07-17 00:45 ET,1.6567,win
2026-07-17 01:45 ET,bear,28774.5,2026-07-17 02:00 ET,1.1233,win
2026-07-17 04:30 ET,bear,28618.0,2026-07-17 04:45 ET,1.9507,loss
2026-07-20 07:15 ET,bull,28988.25,2026-07-20 08:00 ET,0.8269,win
2026-07-20 07:45 ET,bull,29048.25,2026-07-20 08:00 ET,0.8269,loss
2026-07-20 12:15 ET,bull,29069.25,2026-07-20 12:30 ET,1.197,loss
2026-07-21 00:00 ET,bull,29058.5,2026-07-21 00:15 ET,1.5628,win
2026-07-21 02:15 ET,bull,29108.25,2026-07-21 03:15 ET,0.2407,win
2026-07-21 04:30 ET,bull,29156.0,2026-07-21 04:45 ET,1.9243,win
2026-07-21 09:00 ET,bull,29156.5,2026-07-21 09:15 ET,0.9044,win
2026-07-22 03:45 ET,bear,29077.75,2026-07-22 04:00 ET,0.9814,loss
2026-07-22 10:00 ET,bull,29217.25,2026-07-22 10:15 ET,0.7311,win
2026-07-22 20:30 ET,bull,29218.25,2026-07-22 21:30 ET,1.0092,loss
2026-07-23 02:00 ET,bear,29117.0,2026-07-23 02:45 ET,0.6523,win
2026-07-23 03:15 ET,bear,29038.75,2026-07-23 04:00 ET,0.95,win
2026-07-23 03:45 ET,bear,28988.75,2026-07-23 04:00 ET,0.95,loss
2026-07-23 08:45 ET,bear,28805.5,2026-07-23 09:30 ET,0.5675,ambiguous
2026-07-23 09:15 ET,bear,28731.5,2026-07-23 09:30 ET,0.8727,ambiguous
2026-07-23 23:00 ET,bear,28546.5,2026-07-23 23:15 ET,1.3891,win
2026-07-24 05:45 ET,bull,28680.75,2026-07-24 06:00 ET,0.9451,loss
2026-07-24 10:00 ET,bear,28451.75,2026-07-24 10:45 ET,0.6725,win
2026-07-24 15:15 ET,bear,28266.5,2026-07-24 15:30 ET,0.5022,win
