time,open,high,low,close,EMA Direction (debug),Entry Arrow Long,Entry Arrow Short,Invalidated (Long side),Invalidated (Short side),Volume,Volume MA
1785292800,27892.75,27901.75,27879.75,27892,1,0,0,0,0,1437,1441.25
1785292860,27892.25,27904.75,27890.25,27902.75,1,0,0,0,0,1027,1384.8
1785292920,27902.25,27903,27889,27894,1,0,0,0,0,835,1336.2
1785292980,27894.5,27897.25,27888.25,27891.25,1,0,0,0,0,493,1272.2
1785293040,27891,27891,27880.5,27887.25,1,0,0,0,0,725,1229.65
1785293100,27886.25,27890,27874,27877.25,-1,0,0,1,0,1126,1214.15
1785293160,27876.5,27878.75,27868.5,27869,-1,0,0,0,0,823,1178.65
1785293220,27869,27877,27862,27862.75,-1,0,0,0,0,1042,1192.8
1785293280,27862.5,27870.5,27861.75,27864.25,-1,0,0,0,0,682,1139.15
1785293340,27864.5,27868.75,27850,27852.75,-1,0,0,0,0,1254,1141.85
1785293400,27853,27866.75,27843.25,27862,-1,0,0,0,0,1954,1152.7
1785293460,27862,27870,27846.5,27868.25,-1,0,0,0,0,1199,1149.75
1785293520,27868.75,27868.75,27849.25,27849.5,-1,0,0,0,0,770,1111.7
1785293580,27850.25,27852,27835,27838.75,-1,0,0,0,0,1348,1080
1785293640,27839,27846,27833.25,27845.25,-1,0,0,0,0,1161,1087.2
1785293700,27845.5,27850.5,27827,27836.5,-1,0,1,0,0,1173,1103.05
1785293760,27836.5,27840.75,27827.25,27839.5,-1,0,0,0,0,947,1035.75
1785293820,27840,27842.5,27829.25,27834.25,-1,0,0,0,0,603,1013.9
1785293880,27833.5,27834.25,27823.5,27826.75,-1,0,0,0,0,905,1027.45
1785293940,27826.75,27840.75,27824.75,27840.5,-1,0,0,0,0,948,1022.6
1785294000,27839.5,27840.25,27824,27826.25,-1,0,0,0,0,920,996.75
1785294060,27825.75,27828.75,27817.5,27821.5,-1,0,0,0,0,1089,999.85
1785294120,27821.5,27826.25,27807.5,27809.25,-1,0,0,0,0,1776,1046.9
1785294180,27808.75,27814.5,27799.5,27803.75,-1,0,0,0,0,1641,1104.3
1785294240,27803,27803,27788,27797.25,-1,0,0,0,0,2013,1168.7
1785294300,27797.25,27816.5,27793.25,27815.75,-1,0,0,0,0,1618,1193.3
1785294360,27815.5,27822.75,27805.75,27820.75,-1,0,0,0,1,1361,1220.2
1785294420,27820.5,27850,27818.25,27838.75,-1,0,0,0,0,1898,1263
1785294480,27838,27864.5,27837.75,27856.5,-1,0,0,0,0,1848,1321.3
1785294540,27856,27873.75,27855.75,27867.75,-1,0,0,0,0,1546,1335.9
1785294600,27867.5,27882,27862.5,27873.5,1,0,0,0,0,1910,1333.7
1785294660,27873.75,27875,27864.75,27867,-1,0,0,0,0,1336,1340.55
1785294720,27866,27869,27845.5,27848.75,-1,0,0,0,0,1454,1374.75
1785294780,27848.25,27850.75,27833.25,27833.25,-1,0,0,0,0,1356,1375.15
1785294840,27833.25,27833.25,27825,27829.75,-1,0,0,0,0,1324,1383.3
1785294900,27830,27832.75,27822.5,27827.5,-1,0,0,0,0,699,1359.6
1785294960,27826.5,27836.5,27816.75,27833.5,-1,0,1,0,0,1257,1375.1
1785295020,27833,27835.25,27823.75,27826.25,-1,0,0,0,0,532,1371.55
1785295080,27826,27830,27818.75,27825.25,-1,0,0,0,0,647,1358.65
1785295140,27825.75,27827,27807.25,27813.75,-1,0,0,0,0,1250,1373.75
1785295200,27813.25,27832.75,27809.25,27832.75,-1,0,0,0,0,945,1375
1785295260,27832,27841.5,27814.25,27817.75,-1,0,0,0,0,1508,1395.95
1785295320,27817,27823.75,27810.25,27817.5,-1,0,0,0,0,889,1351.6
1785295380,27818,27820,27805,27805.5,-1,0,0,0,0,961,1317.6
