time,open,high,low,close,MA,EMA,EMA,Volume,Plot,MFI Bar TOP Line,MFI Bar BOTTOM Line,WT Wave 1,WT Wave 2,VWAP,RSI+MFI Area,WT Bearish Divergence,WT Bullish Divergence,WT 2nd Bearish Divergence,WT 2nd Bullish Divergence,RSI,RSI Bearish Divergence,RSI Bullish Divergence,Stoch K,Stoch D,Stoch Bearish Divergence,Stoch Bullish Divergence,Schaff Trend Cycle 1,Schaff Trend Cycle 2,Over Bought Level 2,Over Bought Level 3,Over Sold Level 2,Sommi bearish flag,Sommi bullish flag,Sommi bearish diamond,Sommi bullish diamond,Buy and sell circle,Buy circle,Sell circle,Divergence buy circle,Divergence sell circle,Gold  buy gold circle,Plot,MFI Bar TOP Line,MFI Bar BOTTOM Line,WT Wave 1,WT Wave 2,VWAP,RSI+MFI Area,WT Bearish Divergence,WT Bullish Divergence,WT 2nd Bearish Divergence,WT 2nd Bullish Divergence,RSI,RSI Bearish Divergence,RSI Bullish Divergence,Stoch K,Stoch D,Stoch Bearish Divergence,Stoch Bullish Divergence,Schaff Trend Cycle 1,Schaff Trend Cycle 2,Over Bought Level 2,Over Bought Level 3,Over Sold Level 2,Sommi bearish flag,Sommi bullish flag,Sommi bearish diamond,Sommi bullish diamond,Buy and sell circle,Buy circle,Sell circle,Divergence buy circle,Divergence sell circle,Gold  buy gold circle
1725148800,58944.4,66520,52500.2,63276.8,,48451.33112820568,59411.74541678668,3536431.004,0,-95,-99,57.66873696984438,64.22316267665583,-6.55442570681145,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,57.66873696984438,64.22316267665583,-6.55442570681145,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1727740800,63276.8,73681.8,58900,70332.3,,50440.51011655062,61838.53532416742,3871318.081,0,-95,-99,59.49554657968355,59.97673887428008,-0.4811922945965321,,,,,,,,,,,,59.48326499962556,,,60,100,-60,,,,,,,,,,,0,-95,-99,59.49554657968355,59.97673887428008,-0.4811922945965321,,,,,,,,,,,,59.48326499962556,,,60,100,-60,,,,,,,,,,
1730419200,70332.3,99690,66808,96484,,54626.28192413693,69537.52747435244,4512819.643,0,-95,-99,71.67357190489234,62.945951818140095,8.727620086752246,,,,,,,,,,,,,,,60,100,-60,,,,,62.945951818140095,,,,,,0,-95,-99,71.67357190489234,62.945951818140095,8.727620086752246,,,,,,,,,,,,,,,60,100,-60,,,,,62.945951818140095,,,,,
1733011200,96484,108421.6,90530,93530,,58162.983567397205,74869.18803560745,3504901.21,0,-95,-99,79.8075027716436,70.32554041873983,9.481962352903764,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,79.8075027716436,70.32554041873983,9.481962352903764,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1735689600,93530,109951.7,89100,102377.6,,62182.49415217928,80982.16847213914,3277917.889,0,-95,-99,82.60837145421074,78.02981537691556,4.578556077295175,,,,,,,75.89845751595374,,,,87.02240255284903,,,,60,100,-60,,,,,,,,,,,0,-95,-99,82.60837145421074,78.02981537691556,4.578556077295175,,,,,,,75.89845751595374,,,,87.02240255284903,,,,60,100,-60,,,,,,,,,,
1738368000,102377.6,102735,78210.5,84307.6,,64193.867411072075,81721.15325610821,2693585.631,0,-95,-99,76.23901619451954,79.55163014012463,-3.3126139456050936,15.944937629163316,79.55163014012463,,79.55163014012463,,,,,,,,,,,60,100,-60,,,,,79.55163014012463,,105,,106,,0,-95,-99,76.23901619451954,79.55163014012463,-3.3126139456050936,15.944937629163316,79.55163014012463,,79.55163014012463,,,,,,,,,,,60,100,-60,,,,,79.55163014012463,,105,,106,
1740787200,84307.6,95058.7,76545,82504.4,,65858.46128279279,81895.20808808417,3371003.394,0,-95,-99,67.95399996078594,75.6004625365054,-7.646462575719468,15.939776441264875,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,67.95399996078594,75.6004625365054,-7.646462575719468,15.939776441264875,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1743465600,82504.4,95724.5,74456.2,94118,,68427.51025708436,84611.38406850991,3275186.941,0,-95,-99,63.0840198435442,69.09234533294989,-6.008325489405692,15.629687870662075,,,,,,,,,,,30.855150495833506,,,60,100,-60,,,,,,,,,,,0,-95,-99,63.0840198435442,69.09234533294989,-6.008325489405692,15.629687870662075,,,,,,,,,,,30.855150495833506,,,60,100,-60,,,,,,,,,,
1746057600,94118,111968,93333.5,104566.1,,71712.83659734942,89045.76538661882,2876202.012,0,-95,-99,67.58255359078726,66.20685779837247,1.3756957924147883,15.95023274969758,,,,,,,,,,,,,,60,100,-60,,,,,66.20685779837247,,,,,,0,-95,-99,67.58255359078726,66.20685779837247,1.3756957924147883,15.95023274969758,,,,,,,,,,,,,,60,100,-60,,,,,66.20685779837247,,,,,
1748736000,104566.1,110660.8,98125,107081.2,,74928.14236122675,93053.63974514797,2379920.007,0,-95,-99,69.30864894486287,66.65840745973144,2.6502414851314313,16.970996108833837,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,69.30864894486287,66.65840745973144,2.6502414851314313,16.970996108833837,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
